date,event_name,project_type,project_name,venue_wards,venue_postcodes,schools,wards,postcodes,participant_count,pupil_count,teacher_count,school_count
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Hugh Gaitskell Primary School'],['Beeston and Holbeck'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Holy Family Catholic Primary School'],['Armley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Hawksworth Church of England Primary School'],['Guiseley and Rawdon'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Greenmount Primary School'],['Beeston and Holbeck'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Ashfield Primary School'],['Otley and Yeadon'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Five Lanes Primary School'],['Farnley and Wortley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Farsley Springbank Primary School'],['Calverley and Farsley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Farsley Farfield Primary School'],['Calverley and Farsley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['East Ardsley Primary Academy'],['Ardsley and Robin Hood'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Corpus Christi Catholic Primary School'],['Temple Newsam '],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Castleton Primary School'],['Armley '],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Primrose Lane Primary School'],['Wetherby'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],"['Corpus Christi Catholic College, A Voluntary Academy']",['Temple Newsam '],,30.0,30.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Cockburn John Charles Academy'],['Middleton Park '],['LS10 2JU'],30.0,30.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Rufford Park Primary School'],['Otley and Yeadon '],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],"[""St Bartholomew's CofE Voluntary Controlled Primary School""]",['Armley '],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['St Nicholas Catholic Primary School'],['Gipton and Harehills'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],"[""St Matthew's Church of England Aided Primary School""]",['Chapel Allerton'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],"['St Francis Catholic Primary School, Morley']",['Morley South'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],"['Sacred Heart Catholic Primary School, a Voluntary Academy']",['Kirkstall'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],"[""St Mary's Menston Catholic Voluntary Academy""]",,['LS29 6AE'],8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Shadwell Primary School'],['Moortown'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Westbrook Lane Primary School'],['Pudsey'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Lawnswood School'],['Weetwood '],['LS16 5AG'],8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Pudsey Primrose Hill Primary School'],['Bramley and Stanningley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Westgate Primary School'],['Otley and Yeadon'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Whingate Primary School'],['Wetherby'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Strawberry Fields Primary School'],['Garforth and Swillington'],['LS25 1LL'],8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Summerfield Primary School'],['Bramley and Stanningley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Tranmere Park Primary School'],['Guiseley and Rawdon'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['West End Primary School'],['Horsforth'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Valley View Community Primary School'],['Bramley and Stanningley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Cockburn School'],['Beeston and Holbeck'],['LS11 5TT'],30.0,30.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Alwoodley Primary School'],['Alwoodley'],,30.0,30.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Cross Gates Primary School'],['Cross Gates and Whinmoor'],,30.0,30.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Temple Moor High School'],['Temple Newsam '],['LS15 0PT'],30.0,30.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],"[""Whinmoor St Paul's Church of England Primary School""]",['Armley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Celebration Concert,CLE,General CLE,['Little London and Woodhouse'],['LS2 8BY'],['Brigshaw High School'],['Kippax and Methley'],,8.0,8.0,0.0,1
2023-06-21,Leeds Youth Music Festival Concert,CLE,Creative Learning S2,['Little London and Woodhouse'],['LS2 8BY'],,,,0.0,0.0,0.0,0
2023-06-21,Schools Workshop,,07 - Children's Day,,,['Hunslet Carr Primary School'],['Hunslet and Riverside'],,59.0,59.0,0.0,1
2023-06-28,Feel the Music,CLE,Feel the Music,['Little London and Woodhouse'],['LS2 7BS'],['Moor Allerton Hall Primary School'],['Moortown'],,85.0,83.0,2.0,1
2023-06-30,School grant - Harewood CE Primary School,CLE,12 - My LEEDS 2023,,,['Harewood Church of England Voluntary Controlled Primary School'],['Harewood'],,200.0,200.0,0.0,1
2023-07-03,Under Our Feet (Schools Programme) CPD Level 1 Forest Schools training ,Produce (Signature),04 - This is a FOREST,['Burmantofts and Richmond Hill'],['LS10 1RS'],['Lawns Park Primary School'],['Farnley and Wortley'],,1.0,1.0,0.0,1
2023-07-03,This is a Forest: Under Our Feet (Schools Programme) CPD Level 1 Forest Schools training ,Produce (Signature),04 - This is a FOREST,['Burmantofts and Richmond Hill'],['LS10 1RS'],['Chapel Allerton Primary School'],['Chapel Allerton'],['LS7 3PD'],2.0,2.0,0.0,1
2023-07-03,Under Our Feet (Schools Programme) CPD Level 1 Forest Schools training ,Produce (Signature),04 - This is a FOREST,['Burmantofts and Richmond Hill'],['LS10 1RS'],['East SILC John Jamieson'],['Roundhay'],,1.0,0.0,1.0,1
2023-07-03,Under Our Feet (Schools Programme) CPD Level 1 Forest Schools training ,Produce (Signature),04 - This is a FOREST,['Burmantofts and Richmond Hill'],['LS10 1RS'],['Carr Manor Community School'],['Moortown '],['LS17 5DJ'],1.0,1.0,0.0,1
2023-07-03,Under Our Feet (Schools Programme) CPD Level 1 Forest Schools training ,Produce (Signature),04 - This is a FOREST,['Burmantofts and Richmond Hill'],['LS10 1RS'],['Hunslet Carr Primary School'],['Hunslet and Riverside'],,1.0,1.0,0.0,1
2023-07-03,Under Our Feet (Schools Programme) CPD Level 1 Forest Schools training ,Produce (Signature),04 - This is a FOREST,['Burmantofts and Richmond Hill'],['LS10 1RS'],['East SILC Jack Clark'],['Gipton and Harehills'],['LS8 3LF'],1.0,1.0,0.0,1
2023-07-06,School grant - New Bewerley Community School,CLE,12 - My LEEDS 2023,,,['The New Bewerley Community Primary School'],['Beeston and Holbeck'],,420.0,420.0,0.0,1
2023-07-07,Noah's Flood: School,CLE,"Slung Low, Noah's Flood",['Beeston and Holbeck'],[' LS11 9RQ'],['Ingram Road Primary School'],['Beeston and Holbeck'],,180.0,180.0,0.0,1
2023-07-17,School grant - Beechwood Primary School,CLE,12 - My LEEDS 2023,,,['Beechwood Primary School'],['Killingbeck and Seacroft'],,461.0,461.0,0.0,1
2023-08-06,My SCHOOL 2023,Produce (Signature),12 - My LEEDS 2023,,,,,,0.0,0.0,0.0,0
2023-09-03,Tetley: Afra Eisma Learning Resources,CLE,Creative Learning S3,,,,,,0.0,0.0,0.0,0
2023-09-11,Afra Eisma workshops,CLE,Creative Learning S3,['Hunslet and Riverside'],['LS10 1JQ'],['Leeds City College'],['Little London and Woodhouse'],,29.0,25.0,4.0,1
2023-09-11,Afra Eisma workshop,CLE,Creative Learning S3,['Hunslet and Riverside'],['LS10 1JQ'],"[""Beeston Hill St Luke's Church of England Primary School""]",['Beeston and Holbeck'],,44.0,40.0,4.0,1
2023-09-20,River of Hope: Cardinal Heenan Catholic High School,CLE,Creative Learning S3,,,,,,0.0,0.0,0.0,0
2023-09-20,River of Hope: Carr Manor Community School,CLE,Creative Learning S3,,,['Carr Manor Community School'],['Moortown '],['LS17 5DJ'],0.0,0.0,0.0,1
2023-09-20,River of Hope: Co-op Academy Leeds,CLE,Creative Learning S3,,,['Co-op Academy Leeds'],['Burmantofts and Richmond Hill '],,0.0,0.0,0.0,1
2023-09-20,River of Hope: Cockburn School,CLE,Creative Learning S3,,,['Cockburn School'],['Beeston and Holbeck'],['LS11 5TT'],0.0,0.0,0.0,1
2023-09-20,River of Hope: Pudsey Grammar School,CLE,Creative Learning S3,,,['Pudsey Grammar School'],['Pudsey'],,0.0,0.0,0.0,1
2023-09-23,Burberry Careers Roadshow,CLE,Creative Learning S3,,,['Ralph Thoresby School'],['Adel and Wharfedale'],['LS16 7RX'],0.0,0.0,0.0,1
2023-09-23,Burberry Careers Roadshow,CLE,Creative Learning S3,,,['Leeds Jewish Free School'],['Moortown '],,0.0,0.0,0.0,1
2023-09-23,Burberry Careers Roadshow,CLE,Creative Learning S3,,,['Pinc College'],,['LS10 1JQ'],0.0,0.0,0.0,1
2023-09-23,Burberry Careers Roadshow,CLE,Creative Learning S3,,,['Abbey Grange Church of England Academy'],['Kirkstall'],['LS16 5EA'],0.0,0.0,0.0,1
2023-09-26,Leeds Language Week: Programme Launch,CLE,Creative Learning S3,,,,,,0.0,0.0,0.0,0
2023-09-30,Smeaton 300: STEAM Conference ,CLE,09 - Smeaton300: Learning programme,['Alwoodley'],['LS17 8GS'],['John Smeaton Academy'],['Cross Gates and Whinmoor'],,1.0,-9.0,10.0,1
2023-09-30,Smeaton 300: STEAM Conference ,CLE,09 - Smeaton300: Learning programme,['Alwoodley'],['LS17 8GS'],,,,12.0,2.0,10.0,0
2023-09-30,Smeaton 300: STEAM Conference ,CLE,09 - Smeaton300: Learning programme,['Alwoodley'],['LS17 8GS'],['Bishop Young Church of England Academy'],['Killingbeck and Seacroft'],,1.0,-9.0,10.0,1
2023-09-30,Smeaton 300: STEAM Conference ,CLE,09 - Smeaton300: Learning programme,['Alwoodley'],['LS17 8GS'],['The Grammar School At Leeds'],['Alwoodley'],,1.0,-9.0,10.0,1
2023-09-30,Smeaton 300: STEAM Conference ,CLE,09 - Smeaton300: Learning programme,['Alwoodley'],['LS17 8GS'],['Ilkley Grammar'],,['LS29 8TR'],1.0,-9.0,10.0,1
2023-09-30,Smeaton 300: STEAM Conference ,CLE,09 - Smeaton300: Learning programme,['Alwoodley'],['LS17 8GS'],['Gustav Adolf Grammas School at Talinn'],,,1.0,-9.0,10.0,1
2023-10-02,Smeaton CREST Awards - Discovery Level,CLE,09 - Smeaton300: Learning programme,,,['Bishop Young Church of England Academy'],['Killingbeck and Seacroft'],,80.0,80.0,0.0,1
2023-10-02,Smeaton CREST Awards - Discovery Level,CLE,09 - Smeaton300: Learning programme,,,['Allerton High School'],['Moortown '],['LS17 7AG'],280.0,280.0,0.0,1
2023-10-09,Storymakers: Re-imagining Home CPD session 1,CLE,Creative Learning S3,,,['Manor Wood Primary School'],['Moortown'],,3.0,0.0,3.0,1
2023-10-09,Storymakers: Re-imagining Home CPD session 1,CLE,Creative Learning S3,,,['Hugh Gaitskell Primary School'],['Beeston and Holbeck'],,2.0,0.0,2.0,1
2023-10-09,Storymakers: Re-imagining Home CPD session 1,CLE,Creative Learning S3,,,['Strawberry Fields Primary School'],['Garforth and Swillington'],['LS25 1LL'],2.0,0.0,2.0,1
2023-10-10,Storymakers: Re-imagining Home CPD session 2,CLE,Creative Learning S3,,,['Moor Allerton Hall Primary School'],['Moortown'],,1.0,0.0,1.0,1
2023-10-10,Storymakers: Re-imagining Home CPD session 2,CLE,Creative Learning S3,,,['Temple Learning Academy'],['Temple Newsam '],,1.0,0.0,1.0,1
2023-10-16,Storymakers: Re-imagining Home Temple Learning Academy,CLE,Creative Learning S3,,,['Temple Learning Academy'],['Temple Newsam '],,120.0,120.0,0.0,1
2023-10-16,Storymakers: Re-imagining Home,CLE,Creative Learning S3,,,,,,0.0,0.0,0.0,0
2023-10-16,Storymakers: Re-imagining Home Strawberry Fields,CLE,Creative Learning S3,,,['Strawberry Fields Primary School'],['Garforth and Swillington'],['LS25 1LL'],180.0,180.0,0.0,1
2023-10-16,Storymakers: Re-imagining Home Manor Wood Primary School,CLE,Creative Learning S3,,,['Manor Wood Primary School'],['Moortown'],,122.0,122.0,0.0,1
2023-10-16,Storymakers: Re-imagining Home Moor Allerton Hall,CLE,Creative Learning S3,,,['Moor Allerton Hall Primary School'],['Moortown'],,90.0,90.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],"['Corpus Christi Catholic College, A Voluntary Academy']",['Temple Newsam '],,0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Moortown Primary School'],['Moortown'],,0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Trinity Academy Leeds'],['Burmantofts and Richmond Hill '],['LS9 7QL'],0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Cookridge Holy Trinity Church of England Primary School'],['Adel and Wharfedale'],,0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Leeds City Academy'],['Headingley and Hyde Park'],['LS6 2LG'],0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],"[""St Margaret's Church of England Voluntary Controlled Primary School""]",['Horsforth'],['LS18 5BL'],0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],"[""St Peter's Church of England Primary School, Leeds""]",['Burmantofts and Richmond Hill'],,0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['The Ruth Gorse Academy'],['Hunslet and Riverside'],['LS10 1HW'],0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Wetherby High School'],['Middleton Park '],,0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Notre Dame Catholic Sixth Form College'],['Little London and Woodhouse'],,0.0,0.0,0.0,1
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Leeds City College'],['Little London and Woodhouse'],,0.0,0.0,0.0,1
2023-10-18,Royal Opera House Create and Learn ,,Creative Learning S3,,,,,,0.0,0.0,0.0,0
2023-10-18,Yorkshire Schools Dance Festival,CLE,Creative Learning S3,['Little London and Woodhouse'],['LS2 3AD'],['Barwick-in-Elmet Church of England Voluntary Controlled Primary School'],['Harewood'],,0.0,0.0,0.0,1
